term,sessionPeriod,meetingDate,meetingTime,meetingTypeName,meetingName,meetingContent,legislatorName,areaName,speechStartTime,speechEndTime,speechRecordUrl,videoLength,videoUrl,selectTerm,
11,1,2024-04-01,09:00,內政委員會,立法院第11屆第1會期內政委員會第9次全體委員會議,一、邀請原住民族委員會主任委員、財團法人原住民族文化事業基金會董事長、財團法人原住民族語言研究發展基金會董事長就以下事項進行專題報告，並備質詢： 一 2016年至2024年原住民族自治法及都市原住民發展條例立法推動歷程。 二 如何協助地方政府推動都市原住民政策。 三 部落產業發展及食農教育政策辦理情形。 四 部落地方創生計畫執行現況與未來發展。 五 原住民族學校法立法推動情形。 六 原住民族知識體系辦理情形。 七 如何改善原住民族語言推動組織之需求。 八 原住民族語言推動現況與預算執行檢討。 九 如何制定保障土地與居住權益之「原住民族土地使用規則（草案）」。 十 國土計畫法施行後部落自有住宅合法化推動規劃。 十一 部落聯絡道路養護及預算不足之辦理情形。 十二 如何協助原鄉公所基礎設施預算不足之困境。 十三 原住民族家庭服務中心轉型規劃辦理情形。 十四 如何精進原住民族文化健康站並落實老幼共學政策。 十五 原住民族電視臺及廣播電臺之各職類薪資待遇暨升遷制度及人才培育規劃。二、審查委員鄭天財Sra Kacaw等20人擬具「原住民族基本法增訂第二十條之一條文草案」案。 僅詢答 【4月1日及3日兩天一次會】,張宏陸,新北市第6選舉區,09:23:12,09:34:16,,00:11:04,https://ivod.ly.gov.tw/Play/Clip/1M/150704,1101,
11,1,2024-04-01,09:00,司法及法制委員會,立法院第11屆第1會期司法及法制委員會第11次全體委員會議,一、審查 （一）台灣民眾黨黨團擬具「立法院職權行使法部分條文修正草案」案。 （二）委員楊瓊瓔等20人擬具「立法院職權行使法部分條文修正草案」案。 （三）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （四）委員吳宗憲等16人擬具「立法院職權行使法部分條文修正草案」案。 （五）委員吳宗憲等17人擬具「立法院職權行使法第十七條條文修正草案」案。 （六）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （七）委員吳宗憲等17人擬具「立法院職權行使法部分條文修正草案」案。 （八）委員翁曉玲等16人擬具「立法院職權行使法第十五條、第二十九條及第四十四條條文修正草案」案。 （九）委員傅崐萁等52人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十）委員翁曉玲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十一）委員吳宗憲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十二）委員賴瑞隆等17人擬具「立法院職權行使法第十五條之二條文修正草案」案。 （十三）委員賴士葆等20人擬具「立法院職權行使法增訂部分條文草案」案。 （十四）委員吳宗憲等18人擬具「立法院職權行使法第二十五條及第二十六條條文修正草案」案。 （十五）委員翁曉玲等18人擬具「立法院職權行使法第二十五條條文修正草案」案。 二、審查 （一）委員傅崐萁等52人擬具「中華民國刑法增訂第五章之一章名、第一百四十一條之一及第一百四十一條之二條文草案」案。 （二）委員翁曉玲等19人擬具「中華民國刑法增訂第一百四十條之一條文草案」案。 三、審查 （一）委員羅智強等20人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 （二）台灣民眾黨黨團擬具「立法委員互選院長副院長辦法第一條及第一條之一條文修正草案」案。 （三）委員魯明哲等24人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 【第一案（四）、（五）、（七）、（十一）至（十五）及第二案（二）各黨團若未提出不復議同意書，則不予審查】 【僅進行詢答】,黃國昌,全國不分區及僑居國外國民,09:51:12,09:54:53,,00:03:41,https://ivod.ly.gov.tw/Play/Clip/1M/150703,1101,
11,1,2024-04-01,09:00,經濟委員會,立法院第11屆第1會期經濟、交通兩委員會第1次聯席會議,審查本院委員傅崐萁等53人擬具「環島高速鐵路建設特別條例草案」案。 詢答及處理 ,張啓楷,全國不分區及僑居國外國民,09:41:48,09:52:26,,00:10:38,https://ivod.ly.gov.tw/Play/Clip/1M/150702,1101,
11,1,2024-04-01,09:00,司法及法制委員會,立法院第11屆第1會期司法及法制委員會第11次全體委員會議,一、審查 （一）台灣民眾黨黨團擬具「立法院職權行使法部分條文修正草案」案。 （二）委員楊瓊瓔等20人擬具「立法院職權行使法部分條文修正草案」案。 （三）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （四）委員吳宗憲等16人擬具「立法院職權行使法部分條文修正草案」案。 （五）委員吳宗憲等17人擬具「立法院職權行使法第十七條條文修正草案」案。 （六）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （七）委員吳宗憲等17人擬具「立法院職權行使法部分條文修正草案」案。 （八）委員翁曉玲等16人擬具「立法院職權行使法第十五條、第二十九條及第四十四條條文修正草案」案。 （九）委員傅崐萁等52人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十）委員翁曉玲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十一）委員吳宗憲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十二）委員賴瑞隆等17人擬具「立法院職權行使法第十五條之二條文修正草案」案。 （十三）委員賴士葆等20人擬具「立法院職權行使法增訂部分條文草案」案。 （十四）委員吳宗憲等18人擬具「立法院職權行使法第二十五條及第二十六條條文修正草案」案。 （十五）委員翁曉玲等18人擬具「立法院職權行使法第二十五條條文修正草案」案。 二、審查 （一）委員傅崐萁等52人擬具「中華民國刑法增訂第五章之一章名、第一百四十一條之一及第一百四十一條之二條文草案」案。 （二）委員翁曉玲等19人擬具「中華民國刑法增訂第一百四十條之一條文草案」案。 三、審查 （一）委員羅智強等20人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 （二）台灣民眾黨黨團擬具「立法委員互選院長副院長辦法第一條及第一條之一條文修正草案」案。 （三）委員魯明哲等24人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 【第一案（四）、（五）、（七）、（十一）至（十五）及第二案（二）各黨團若未提出不復議同意書，則不予審查】 【僅進行詢答】,傅崐萁,花蓮縣選舉區,09:46:11,09:51:05,,00:04:54,https://ivod.ly.gov.tw/Play/Clip/1M/150698,1101,
11,1,2024-04-01,09:00,外交及國防委員會,立法院第11屆第1會期外交及國防委員會第11次全體委員會議,邀請國防部部長邱國正、經濟部次長報告「國防自主政策推動具體成效暨未來目標」，併請國家科學及技術委員會列席，並備質詢。,沈伯洋,全國不分區及僑居國外國民,09:36:42,09:50:46,,00:14:04,https://ivod.ly.gov.tw/Play/Clip/1M/150697,1101,
11,1,2024-04-01,09:00,社會福利及衛生環境委員會,立法院第11屆第1會期社會福利及衛生環境委員會第10次全體委員會議,邀請衛生福利部部長、環境部、行政院食品安全辦公室、行政院消費者保護會、臺灣菸酒股份有限公司就「蘇丹紅、小林製藥紅麴原料以及寶林茶室食物中毒案等重大食安事件之檢討與策進作為」進行專題報告，並備質詢。,陳菁徽,全國不分區及僑居國外國民,09:36:30,09:48:10,,00:11:40,https://ivod.ly.gov.tw/Play/Clip/1M/150696,1101,
11,1,2024-04-01,09:00,司法及法制委員會,立法院第11屆第1會期司法及法制委員會第11次全體委員會議,一、審查 （一）台灣民眾黨黨團擬具「立法院職權行使法部分條文修正草案」案。 （二）委員楊瓊瓔等20人擬具「立法院職權行使法部分條文修正草案」案。 （三）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （四）委員吳宗憲等16人擬具「立法院職權行使法部分條文修正草案」案。 （五）委員吳宗憲等17人擬具「立法院職權行使法第十七條條文修正草案」案。 （六）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （七）委員吳宗憲等17人擬具「立法院職權行使法部分條文修正草案」案。 （八）委員翁曉玲等16人擬具「立法院職權行使法第十五條、第二十九條及第四十四條條文修正草案」案。 （九）委員傅崐萁等52人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十）委員翁曉玲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十一）委員吳宗憲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十二）委員賴瑞隆等17人擬具「立法院職權行使法第十五條之二條文修正草案」案。 （十三）委員賴士葆等20人擬具「立法院職權行使法增訂部分條文草案」案。 （十四）委員吳宗憲等18人擬具「立法院職權行使法第二十五條及第二十六條條文修正草案」案。 （十五）委員翁曉玲等18人擬具「立法院職權行使法第二十五條條文修正草案」案。 二、審查 （一）委員傅崐萁等52人擬具「中華民國刑法增訂第五章之一章名、第一百四十一條之一及第一百四十一條之二條文草案」案。 （二）委員翁曉玲等19人擬具「中華民國刑法增訂第一百四十條之一條文草案」案。 三、審查 （一）委員羅智強等20人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 （二）台灣民眾黨黨團擬具「立法委員互選院長副院長辦法第一條及第一條之一條文修正草案」案。 （三）委員魯明哲等24人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 【第一案（四）、（五）、（七）、（十一）至（十五）及第二案（二）各黨團若未提出不復議同意書，則不予審查】 【僅進行詢答】,陳俊宇,宜蘭縣選舉區,09:40:32,09:42:01,,00:01:29,https://ivod.ly.gov.tw/Play/Clip/1M/150695,1101,
11,1,2024-04-01,09:00,經濟委員會,立法院第11屆第1會期經濟、交通兩委員會第1次聯席會議,審查本院委員傅崐萁等53人擬具「環島高速鐵路建設特別條例草案」案。 詢答及處理 ,張嘉郡,全國不分區及僑居國外國民,09:33:23,09:41:43,,00:08:20,https://ivod.ly.gov.tw/Play/Clip/1M/150694,1101,
11,1,2024-04-01,09:00,外交及國防委員會,立法院第11屆第1會期外交及國防委員會第11次全體委員會議,邀請國防部部長邱國正、經濟部次長報告「國防自主政策推動具體成效暨未來目標」，併請國家科學及技術委員會列席，並備質詢。,黃仁,平地原住民,09:23:36,09:36:14,,00:12:38,https://ivod.ly.gov.tw/Play/Clip/1M/150691,1101,
11,1,2024-04-01,09:00,經濟委員會,立法院第11屆第1會期經濟、交通兩委員會第1次聯席會議,審查本院委員傅崐萁等53人擬具「環島高速鐵路建設特別條例草案」案。 詢答及處理 ,呂玉玲,桃園市第5選舉區,09:24:50,09:33:17,,00:08:27,https://ivod.ly.gov.tw/Play/Clip/1M/150690,1101,
11,1,2024-04-01,09:00,司法及法制委員會,立法院第11屆第1會期司法及法制委員會第11次全體委員會議,一、審查 （一）台灣民眾黨黨團擬具「立法院職權行使法部分條文修正草案」案。 （二）委員楊瓊瓔等20人擬具「立法院職權行使法部分條文修正草案」案。 （三）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （四）委員吳宗憲等16人擬具「立法院職權行使法部分條文修正草案」案。 （五）委員吳宗憲等17人擬具「立法院職權行使法第十七條條文修正草案」案。 （六）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （七）委員吳宗憲等17人擬具「立法院職權行使法部分條文修正草案」案。 （八）委員翁曉玲等16人擬具「立法院職權行使法第十五條、第二十九條及第四十四條條文修正草案」案。 （九）委員傅崐萁等52人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十）委員翁曉玲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十一）委員吳宗憲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十二）委員賴瑞隆等17人擬具「立法院職權行使法第十五條之二條文修正草案」案。 （十三）委員賴士葆等20人擬具「立法院職權行使法增訂部分條文草案」案。 （十四）委員吳宗憲等18人擬具「立法院職權行使法第二十五條及第二十六條條文修正草案」案。 （十五）委員翁曉玲等18人擬具「立法院職權行使法第二十五條條文修正草案」案。 二、審查 （一）委員傅崐萁等52人擬具「中華民國刑法增訂第五章之一章名、第一百四十一條之一及第一百四十一條之二條文草案」案。 （二）委員翁曉玲等19人擬具「中華民國刑法增訂第一百四十條之一條文草案」案。 三、審查 （一）委員羅智強等20人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 （二）台灣民眾黨黨團擬具「立法委員互選院長副院長辦法第一條及第一條之一條文修正草案」案。 （三）委員魯明哲等24人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 【第一案（四）、（五）、（七）、（十一）至（十五）及第二案（二）各黨團若未提出不復議同意書，則不予審查】 【僅進行詢答】,鍾佳濱,屏東縣第1選舉區,09:24:07,09:27:11,,00:03:04,https://ivod.ly.gov.tw/Play/Clip/1M/150687,1101,
11,1,2024-04-01,09:00,司法及法制委員會,立法院第11屆第1會期司法及法制委員會第11次全體委員會議,一、審查 （一）台灣民眾黨黨團擬具「立法院職權行使法部分條文修正草案」案。 （二）委員楊瓊瓔等20人擬具「立法院職權行使法部分條文修正草案」案。 （三）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （四）委員吳宗憲等16人擬具「立法院職權行使法部分條文修正草案」案。 （五）委員吳宗憲等17人擬具「立法院職權行使法第十七條條文修正草案」案。 （六）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （七）委員吳宗憲等17人擬具「立法院職權行使法部分條文修正草案」案。 （八）委員翁曉玲等16人擬具「立法院職權行使法第十五條、第二十九條及第四十四條條文修正草案」案。 （九）委員傅崐萁等52人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十）委員翁曉玲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十一）委員吳宗憲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十二）委員賴瑞隆等17人擬具「立法院職權行使法第十五條之二條文修正草案」案。 （十三）委員賴士葆等20人擬具「立法院職權行使法增訂部分條文草案」案。 （十四）委員吳宗憲等18人擬具「立法院職權行使法第二十五條及第二十六條條文修正草案」案。 （十五）委員翁曉玲等18人擬具「立法院職權行使法第二十五條條文修正草案」案。 二、審查 （一）委員傅崐萁等52人擬具「中華民國刑法增訂第五章之一章名、第一百四十一條之一及第一百四十一條之二條文草案」案。 （二）委員翁曉玲等19人擬具「中華民國刑法增訂第一百四十條之一條文草案」案。 三、審查 （一）委員羅智強等20人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 （二）台灣民眾黨黨團擬具「立法委員互選院長副院長辦法第一條及第一條之一條文修正草案」案。 （三）委員魯明哲等24人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 【第一案（四）、（五）、（七）、（十一）至（十五）及第二案（二）各黨團若未提出不復議同意書，則不予審查】 【僅進行詢答】,翁曉玲,全國不分區及僑居國外國民,09:22:43,09:24:01,,00:01:18,https://ivod.ly.gov.tw/Play/Clip/1M/150684,1101,
11,1,2024-04-01,09:00,司法及法制委員會,立法院第11屆第1會期司法及法制委員會第11次全體委員會議,一、審查 （一）台灣民眾黨黨團擬具「立法院職權行使法部分條文修正草案」案。 （二）委員楊瓊瓔等20人擬具「立法院職權行使法部分條文修正草案」案。 （三）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （四）委員吳宗憲等16人擬具「立法院職權行使法部分條文修正草案」案。 （五）委員吳宗憲等17人擬具「立法院職權行使法第十七條條文修正草案」案。 （六）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （七）委員吳宗憲等17人擬具「立法院職權行使法部分條文修正草案」案。 （八）委員翁曉玲等16人擬具「立法院職權行使法第十五條、第二十九條及第四十四條條文修正草案」案。 （九）委員傅崐萁等52人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十）委員翁曉玲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十一）委員吳宗憲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十二）委員賴瑞隆等17人擬具「立法院職權行使法第十五條之二條文修正草案」案。 （十三）委員賴士葆等20人擬具「立法院職權行使法增訂部分條文草案」案。 （十四）委員吳宗憲等18人擬具「立法院職權行使法第二十五條及第二十六條條文修正草案」案。 （十五）委員翁曉玲等18人擬具「立法院職權行使法第二十五條條文修正草案」案。 二、審查 （一）委員傅崐萁等52人擬具「中華民國刑法增訂第五章之一章名、第一百四十一條之一及第一百四十一條之二條文草案」案。 （二）委員翁曉玲等19人擬具「中華民國刑法增訂第一百四十條之一條文草案」案。 三、審查 （一）委員羅智強等20人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 （二）台灣民眾黨黨團擬具「立法委員互選院長副院長辦法第一條及第一條之一條文修正草案」案。 （三）委員魯明哲等24人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 【第一案（四）、（五）、（七）、（十一）至（十五）及第二案（二）各黨團若未提出不復議同意書，則不予審查】 【僅進行詢答】,吳思瑤,台北市第1選舉區,09:09:13,09:14:45,,00:05:32,https://ivod.ly.gov.tw/Play/Clip/1M/150681,1101,
11,1,2024-04-01,09:00,交通委員會,立法院第11屆第1會期交通委員會第6次全體委員會議,邀請交通部部長王國材就「極端氣候災防預警暨汛期防汛準備辦理情形」進行專題報告，並備質詢。,邱若華,桃園市第6選舉區,10:22:58,10:32:52,,00:09:54,https://ivod.ly.gov.tw/Play/Clip/1M/150822,1101,
11,1,2024-04-01,09:00,交通委員會,立法院第11屆第1會期交通委員會第6次全體委員會議,邀請交通部部長王國材就「極端氣候災防預警暨汛期防汛準備辦理情形」進行專題報告，並備質詢。,魯明哲,桃園市第3選舉區,10:11:51,10:22:45,,00:10:54,https://ivod.ly.gov.tw/Play/Clip/1M/150821,1101,
11,1,2024-04-01,09:00,社會福利及衛生環境委員會,立法院第11屆第1會期社會福利及衛生環境委員會第10次全體委員會議,邀請衛生福利部部長、環境部、行政院食品安全辦公室、行政院消費者保護會、臺灣菸酒股份有限公司就「蘇丹紅、小林製藥紅麴原料以及寶林茶室食物中毒案等重大食安事件之檢討與策進作為」進行專題報告，並備質詢。,張嘉郡,全國不分區及僑居國外國民,13:00:06,13:06:18,,00:06:12,https://ivod.ly.gov.tw/Play/Clip/1M/150820,1101,
11,1,2024-04-01,09:00,社會福利及衛生環境委員會,立法院第11屆第1會期社會福利及衛生環境委員會第10次全體委員會議,邀請衛生福利部部長、環境部、行政院食品安全辦公室、行政院消費者保護會、臺灣菸酒股份有限公司就「蘇丹紅、小林製藥紅麴原料以及寶林茶室食物中毒案等重大食安事件之檢討與策進作為」進行專題報告，並備質詢。,徐巧芯,台北市第7選舉區,12:53:35,13:00:03,,00:06:28,https://ivod.ly.gov.tw/Play/Clip/1M/150817,1101,
11,1,2024-04-01,09:00,社會福利及衛生環境委員會,立法院第11屆第1會期社會福利及衛生環境委員會第10次全體委員會議,邀請衛生福利部部長、環境部、行政院食品安全辦公室、行政院消費者保護會、臺灣菸酒股份有限公司就「蘇丹紅、小林製藥紅麴原料以及寶林茶室食物中毒案等重大食安事件之檢討與策進作為」進行專題報告，並備質詢。,洪孟楷,新北市第1選舉區,12:21:00,12:29:57,,00:08:57,https://ivod.ly.gov.tw/Play/Clip/1M/150796,1101,
11,1,2024-04-01,09:00,外交及國防委員會,立法院第11屆第1會期外交及國防委員會第11次全體委員會議,邀請國防部部長邱國正、經濟部次長報告「國防自主政策推動具體成效暨未來目標」，併請國家科學及技術委員會列席，並備質詢。,林憶君,全國不分區及僑居國外國民,12:10:52,12:21:45,,00:10:53,https://ivod.ly.gov.tw/Play/Clip/1M/150791,1101,
11,1,2024-04-01,09:00,交通委員會,立法院第11屆第1會期交通委員會第6次全體委員會議,邀請交通部部長王國材就「極端氣候災防預警暨汛期防汛準備辦理情形」進行專題報告，並備質詢。,洪孟楷,新北市第1選舉區,12:04:45,12:13:30,,00:08:45,https://ivod.ly.gov.tw/Play/Clip/1M/150782,1101,
11,1,2024-04-01,09:00,司法及法制委員會,立法院第11屆第1會期司法及法制委員會第11次全體委員會議,一、審查 （一）台灣民眾黨黨團擬具「立法院職權行使法部分條文修正草案」案。 （二）委員楊瓊瓔等20人擬具「立法院職權行使法部分條文修正草案」案。 （三）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （四）委員吳宗憲等16人擬具「立法院職權行使法部分條文修正草案」案。 （五）委員吳宗憲等17人擬具「立法院職權行使法第十七條條文修正草案」案。 （六）委員傅崐萁等52人擬具「立法院職權行使法部分條文修正草案」案。 （七）委員吳宗憲等17人擬具「立法院職權行使法部分條文修正草案」案。 （八）委員翁曉玲等16人擬具「立法院職權行使法第十五條、第二十九條及第四十四條條文修正草案」案。 （九）委員傅崐萁等52人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十）委員翁曉玲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十一）委員吳宗憲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」案。 （十二）委員賴瑞隆等17人擬具「立法院職權行使法第十五條之二條文修正草案」案。 （十三）委員賴士葆等20人擬具「立法院職權行使法增訂部分條文草案」案。 （十四）委員吳宗憲等18人擬具「立法院職權行使法第二十五條及第二十六條條文修正草案」案。 （十五）委員翁曉玲等18人擬具「立法院職權行使法第二十五條條文修正草案」案。 二、審查 （一）委員傅崐萁等52人擬具「中華民國刑法增訂第五章之一章名、第一百四十一條之一及第一百四十一條之二條文草案」案。 （二）委員翁曉玲等19人擬具「中華民國刑法增訂第一百四十條之一條文草案」案。 三、審查 （一）委員羅智強等20人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 （二）台灣民眾黨黨團擬具「立法委員互選院長副院長辦法第一條及第一條之一條文修正草案」案。 （三）委員魯明哲等24人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。 【第一案（四）、（五）、（七）、（十一）至（十五）及第二案（二）各黨團若未提出不復議同意書，則不予審查】 【僅進行詢答】,鄭天財Sra Kacaw,平地原住民,12:05:11,12:12:23,,00:07:12,https://ivod.ly.gov.tw/Play/Clip/1M/150781,1101,
11,1,2024-04-01,09:00,經濟委員會,立法院第11屆第1會期經濟、交通兩委員會第1次聯席會議,審查本院委員傅崐萁等53人擬具「環島高速鐵路建設特別條例草案」案。 詢答及處理 ,邱志偉,高雄市第2選舉區,12:04:53,12:12:04,,00:07:11,https://ivod.ly.gov.tw/Play/Clip/1M/150780,1101,
11,1,2024-04-01,09:00,外交及國防委員會,立法院第11屆第1會期外交及國防委員會第11次全體委員會議,邀請國防部部長邱國正、經濟部次長報告「國防自主政策推動具體成效暨未來目標」，併請國家科學及技術委員會列席，並備質詢。,賴士葆,台北市第8選舉區,12:01:04,12:10:20,,00:09:16,https://ivod.ly.gov.tw/Play/Clip/1M/150779,1101,
11,1,2024-04-01,09:00,經濟委員會,立法院第11屆第1會期經濟、交通兩委員會第1次聯席會議,審查本院委員傅崐萁等53人擬具「環島高速鐵路建設特別條例草案」案。 詢答及處理 ,陳亭妃,台南市第3選舉區,11:57:02,12:04:48,,00:07:46,https://ivod.ly.gov.tw/Play/Clip/1M/150777,1101,
11,1,2024-04-01,09:00,交通委員會,立法院第11屆第1會期交通委員會第6次全體委員會議,邀請交通部部長王國材就「極端氣候災防預警暨汛期防汛準備辦理情形」進行專題報告，並備質詢。,廖先翔,新北市第12選舉區,11:50:02,11:58:01,,00:07:59,https://ivod.ly.gov.tw/Play/Clip/1M/150775,1101,
11,1,2024-04-01,09:00,財政委員會,立法院第11屆第1會期財政委員會第6次全體委員會議,邀請財政部莊部長翠雲、金融監督管理委員會黃主任委員天牧、內政部、國家發展委員會就「如何積極推動金融業投注國內公共建設，並達成社宅百萬戶之政策目標」進行專題報告，並備質詢。 【4月1日及3日二天一次會】,李坤城,新北市第3選舉區,11:00:02,11:13:57,,00:13:55,https://ivod.ly.gov.tw/Play/Clip/1M/150752,1101,
11,1,2024-04-01,09:00,財政委員會,立法院第11屆第1會期財政委員會第6次全體委員會議,邀請財政部莊部長翠雲、金融監督管理委員會黃主任委員天牧、內政部、國家發展委員會就「如何積極推動金融業投注國內公共建設，並達成社宅百萬戶之政策目標」進行專題報告，並備質詢。 【4月1日及3日二天一次會】,王鴻薇,台北市第3選舉區,10:47:48,10:59:54,,00:12:06,https://ivod.ly.gov.tw/Play/Clip/1M/150751,1101,
11,1,2024-04-01,09:00,財政委員會,立法院第11屆第1會期財政委員會第6次全體委員會議,邀請財政部莊部長翠雲、金融監督管理委員會黃主任委員天牧、內政部、國家發展委員會就「如何積極推動金融業投注國內公共建設，並達成社宅百萬戶之政策目標」進行專題報告，並備質詢。 【4月1日及3日二天一次會】,賴惠員,台南市第1選舉區,10:24:07,10:36:17,,00:12:10,https://ivod.ly.gov.tw/Play/Clip/1M/150749,1101,
11,1,2024-04-01,09:00,財政委員會,立法院第11屆第1會期財政委員會第6次全體委員會議,邀請財政部莊部長翠雲、金融監督管理委員會黃主任委員天牧、內政部、國家發展委員會就「如何積極推動金融業投注國內公共建設，並達成社宅百萬戶之政策目標」進行專題報告，並備質詢。 【4月1日及3日二天一次會】,李彥秀,台北市第4選舉區,10:12:00,10:24:01,,00:12:01,https://ivod.ly.gov.tw/Play/Clip/1M/150748,1101,
11,1,2024-04-01,09:00,財政委員會,立法院第11屆第1會期財政委員會第6次全體委員會議,邀請財政部莊部長翠雲、金融監督管理委員會黃主任委員天牧、內政部、國家發展委員會就「如何積極推動金融業投注國內公共建設，並達成社宅百萬戶之政策目標」進行專題報告，並備質詢。 【4月1日及3日二天一次會】,郭國文,台南市第2選舉區,10:00:21,10:11:52,,00:11:31,https://ivod.ly.gov.tw/Play/Clip/1M/150747,1101,
11,1,2024-04-01,09:00,財政委員會,立法院第11屆第1會期財政委員會第6次全體委員會議,邀請財政部莊部長翠雲、金融監督管理委員會黃主任委員天牧、內政部、國家發展委員會就「如何積極推動金融業投注國內公共建設，並達成社宅百萬戶之政策目標」進行專題報告，並備質詢。 【4月1日及3日二天一次會】,賴士葆,台北市第8選舉區,09:46:55,10:00:05,,00:13:10,https://ivod.ly.gov.tw/Play/Clip/1M/150746,1101,
11,1,2024-04-01,09:00,財政委員會,立法院第11屆第1會期財政委員會第6次全體委員會議,邀請財政部莊部長翠雲、金融監督管理委員會黃主任委員天牧、內政部、國家發展委員會就「如何積極推動金融業投注國內公共建設，並達成社宅百萬戶之政策目標」進行專題報告，並備質詢。 【4月1日及3日二天一次會】,吳秉叡,新北市第4選舉區,09:35:22,09:46:49,,00:11:27,https://ivod.ly.gov.tw/Play/Clip/1M/150745,1101,
11,1,2024-04-01,09:00,財政委員會,立法院第11屆第1會期財政委員會第6次全體委員會議,邀請財政部莊部長翠雲、金融監督管理委員會黃主任委員天牧、內政部、國家發展委員會就「如何積極推動金融業投注國內公共建設，並達成社宅百萬戶之政策目標」進行專題報告，並備質詢。 【4月1日及3日二天一次會】,林德福,新北市第9選舉區,09:23:42,09:35:01,,00:11:19,https://ivod.ly.gov.tw/Play/Clip/1M/150744,1101,
11,1,2024-04-01,09:00,經濟委員會,立法院第11屆第1會期經濟、交通兩委員會第1次聯席會議,審查本院委員傅崐萁等53人擬具「環島高速鐵路建設特別條例草案」案。 詢答及處理 ,何欣純,台中市第7選舉區,11:06:08,11:14:03,,00:07:55,https://ivod.ly.gov.tw/Play/Clip/1M/150743,1101,
